problem_name,method,seed,acq_type,iteration,evaluations,hypervolume,ideal_hypervolume,normalized_hypervolume,gd,igd,spacing,coverage,pareto_size,best_f1,best_f2,acq_value,acq_label,candidate_x,new_y_model_space,new_y_minimization,posterior_mean,posterior_std,train_size,parego_weights,parego_probe_max
zdt1,ParEGO,0,ParEGO,10,30,0.31443893374525145,0.8683145333564439,0.3621256142400348,0.03544785643017155,0.2245928642154528,0.34972724578155656,1.0,6,0.0,0.0,-8.528252642379503,qLogNEI,"[0.0, 0.0, 0.1718593599456868, 0.0, 0.0, 0.0]","[-0.0, -1.3093468479022363]","[0.0, 1.3093468479022363]","[0.005694315649607262, -1.3079638612915792]","[0.021755079498137597, 0.22116769290275412]",30,"[[0.9675669291338582, 0.03243307086614178]]",[-34.864579116068796]
zdt1,ParEGO,0,ParEGO,11,31,0.31335525152286076,0.8683145333564439,0.36087758466001413,0.0026513553540210657,0.23343684354647934,0.4129583358042418,1.0,5,0.0,0.0,-6.395026917000893,qLogNEI,"[0.7239394652739979, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.7239394652739979, -0.14915367705207905]","[0.7239394652739979, 0.14915367705207905]","[-0.7234774065649464, -0.16617718040436014]","[0.012645408839486774, 0.03159867008028619]",31,"[[0.040291338582677166, 0.9597086614173228]]",[-38.16506604176665]
zdt1,ParEGO,0,ParEGO,12,32,0.31335525152286076,0.8683145333564439,0.36087758466001413,0.0026513553540210657,0.23343684354647934,0.4129583358042418,1.0,5,0.0,0.0,-9.364580079846618,qLogNEI,"[0.0, 0.15594096204600538, 0.0, 0.0, 0.0, 0.0]","[-0.0, -1.2806937316828098]","[0.0, 1.2806937316828098]","[0.0029021808279348638, -1.3108252691754527]","[0.018152245554913765, 0.19881017082958174]",32,"[[0.9597086614173228, 0.040291338582677194]]",[-35.70051996617013]
zdt1,ParEGO,0,ParEGO,13,33,0.3718991441799485,0.8683145333564439,0.42830003402382716,0.0026761934583793266,0.20680151961052778,0.3665808349325443,1.0,6,0.0,0.0,-6.388651009358816,qLogNEI,"[0.6709759874754422, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.6709759874754422, -0.180868760530132]","[0.6709759874754422, 0.180868760530132]","[-0.6721416179070715, -0.18816932564260824]","[0.012026473968671, 0.02631220938201712]",33,"[[0.048149606299212604, 0.9518503937007874]]",[-39.03064085715447]
zdt1,ParEGO,0,ParEGO,14,34,0.3718991441799485,0.8683145333564439,0.42830003402382716,0.0026761934583793266,0.20680151961052778,0.3665808349325443,1.0,6,0.0,0.0,-11.150750290255676,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.05534929342988943, 0.0]","[-0.0, -1.0996287281738009]","[0.0, 1.0996287281738009]","[-0.0002825340114724906, -1.0720777862777673]","[0.004109646125219984, 0.03826349398266113]",34,"[[0.9518503937007874, 0.04814960629921261]]",[-35.97431104552486]
zdt1,ParEGO,0,ParEGO,15,35,0.4181087842423609,0.8683145333564439,0.4815176622993674,0.0024213603900263636,0.18666817681836034,0.3308985970814576,1.0,7,0.0,0.0,-6.453668780073303,qLogNEI,"[0.6288954908281398, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.6288954908281398, -0.20697068728316237]","[0.6288954908281398, 0.20697068728316237]","[-0.6284221581792861, -0.21103119723569908]","[0.009047044074866607, 0.02216987480791101]",35,"[[0.05600787401574804, 0.943992125984252]]",[-40.152945216568746]
zdt1,ParEGO,0,ParEGO,16,36,0.4181087842423609,0.8683145333564439,0.4815176622993674,0.0024213603900263636,0.18666817681836034,0.3308985970814576,1.0,7,0.0,0.0,-12.773302768173497,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0, -1.0]","[0.0, 1.0]","[-0.0005418473946484648, -1.0054045876188986]","[0.0029791597042367448, 0.01553152027625261]",36,"[[0.943992125984252, 0.05600787401574803]]",[-36.28897034527892]
zdt1,ParEGO,0,ParEGO,17,37,0.4539760961860339,0.8683145333564439,0.5228244820816287,0.002384141894314181,0.17099902022507127,0.302536358528563,1.0,8,0.0,0.0,-6.553745063096862,qLogNEI,"[0.5947463066894723, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.5947463066894723, -0.22880203145400324]","[0.5947463066894723, 0.22880203145400324]","[-0.5937028295915723, -0.2321991472633016]","[0.0073310056962869715, 0.019265194752503878]",37,"[[0.06386614173228347, 0.9361338582677166]]",[-40.607123324019355]
zdt1,ParEGO,0,ParEGO,18,38,0.4539760961860339,0.8683145333564439,0.5228244820816287,0.002384141894314181,0.17099902022507127,0.302536358528563,1.0,8,0.0,0.0,-13.42329283233596,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0, -1.0]","[0.0, 1.0]","[-0.00033524873668971944, -1.0029516504826388]","[0.0023198617592197694, 0.011492673952722328]",38,"[[0.9361338582677166, 0.06386614173228344]]",[-36.79513236791548]
zdt1,ParEGO,0,ParEGO,19,39,0.48259919463158624,0.8683145333564439,0.555788456938655,0.002446034382783669,0.15798436555339046,0.27889710691679476,1.0,9,0.0,0.0,-6.6146085420708465,qLogNEI,"[0.5652623022225701, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.5652623022225701, -0.24816072048437765]","[0.5652623022225701, 0.24816072048437765]","[-0.5640894815128021, -0.25169396769507557]","[0.006374534010715317, 0.01739782978951935]",39,"[[0.0717244094488189, 0.9282755905511811]]",[-38.987504174850024]
zdt1,ParEGO,0,ParEGO,20,40,0.48259919463158624,0.8683145333564439,0.555788456938655,0.002446034382783669,0.15798436555339046,0.27889710691679476,1.0,9,0.0,0.0,-13.838102953051933,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0, -1.0]","[0.0, 1.0]","[-0.0002454738983164728, -1.0020116066005413]","[0.0019564963147641386, 0.009503438038200774]",40,"[[0.9282755905511811, 0.07172440944881886]]",[-36.671849740407126]
zdt1,ParEGO,0,ParEGO,21,41,0.5068488812213281,0.8683145333564439,0.583715763989483,0.002394511734920891,0.14691597011386726,0.25890422118120154,1.0,10,0.0,0.0,-6.656870366381425,qLogNEI,"[0.5392840614990521, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.5392840614990521, -0.26564037318283074]","[0.5392840614990521, 0.26564037318283074]","[-0.5381399026679698, -0.26953343482118464]","[0.005671537879176871, 0.01597920294208507]",41,"[[0.07958267716535433, 0.9204173228346457]]",[-39.70717838206499]
zdt1,ParEGO,0,ParEGO,22,42,0.5068488812213281,0.8683145333564439,0.583715763989483,0.002394511734920891,0.14691597011386726,0.25890422118120154,1.0,10,0.0,0.0,-10.876563627464478,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.09355873007197756]","[-0.0, -1.1684057141295596]","[0.0, 1.1684057141295596]","[0.0017487059529022186, -1.1424725639119793]","[0.00711912055631243, 0.07412682609004509]",42,"[[0.9204173228346457, 0.07958267716535428]]",[-36.809134540818455]
zdt1,ParEGO,0,ParEGO,23,43,0.5277757266029179,0.8683145333564439,0.6078162996567806,0.002268116125239373,0.13762763198156394,0.2420370060300333,1.0,11,0.0,0.0,-6.677573758464857,qLogNEI,"[0.5167634702717092, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.5167634702717092, -0.28113737733019584]","[0.5167634702717092, 0.28113737733019584]","[-0.5157493424886128, -0.2854483458906458]","[0.005145643915703866, 0.014605805887533409]",43,"[[0.08744094488188978, 0.9125590551181102]]",[-40.66923520185312]
zdt1,ParEGO,0,ParEGO,24,44,0.5803798775279597,0.8683145333564439,0.6683982073690724,0.002318442183460548,0.10621278001617201,0.05978747284825962,1.0,12,0.0,0.0,-8.853542515813492,qLogNEI,"[0.029215138609915346, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.029215138609915346, -0.8290756348266423]","[0.029215138609915346, 0.8290756348266423]","[-0.019888604150086864, -0.9472354691608207]","[0.009166840425315221, 0.01494203567193302]",44,"[[0.9125590551181102, 0.0874409448818898]]",[-37.2248884628977]
zdt1,ParEGO,0,ParEGO,25,45,0.6305645639377901,0.8683145333564439,0.7261937232587385,0.0023951171532154104,0.05888233852425381,0.08644700268059327,1.0,13,0.0,0.0,-4.471148360742751,qLogNEI,"[0.26896757398128424, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.26896757398128424, -0.481379161639947]","[0.26896757398128424, 0.481379161639947]","[-0.27000772857078853, -0.25595363819801875]","[0.024510757132687543, 0.10244585268984546]",45,"[[0.0952992125984252, 0.9047007874015748]]",[-39.281474613919464]
zdt1,ParEGO,0,ParEGO,26,46,0.6612182281074324,0.8683145333564439,0.7614962121519642,0.0022915151099596317,0.05823525661892402,0.07839457160629615,1.0,14,0.0,0.0,-7.327614208222551,qLogNEI,"[0.014850883126476025, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.014850883126476025, -0.8781358004725095]","[0.014850883126476025, 0.8781358004725095]","[-0.014207189660149222, -0.9221326781007588]","[0.0018457040907282364, 0.009001790091187008]",46,"[[0.9047007874015748, 0.09529921259842522]]",[-37.62736736543664]
zdt1,ParEGO,0,ParEGO,27,47,0.6760690944914902,0.8683145333564439,0.7785993076473859,0.0022898427852678918,0.05398904879407304,0.06858009895540655,1.0,15,0.0,0.0,-6.064707169224027,qLogNEI,"[0.4855951428374513, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.4855951428374513, -0.3031534294857645]","[0.4855951428374513, 0.3031534294857645]","[-0.48560694118089476, -0.3145460360562806]","[0.004055380011317807, 0.022419391729489365]",47,"[[0.10315748031496064, 0.8968425196850394]]",[-39.035993169784746]
zdt1,ParEGO,0,ParEGO,28,48,0.6802833420074265,0.8683145333564439,0.7834526728210013,0.002671946163802212,0.053928104161539106,0.06963495072581756,1.0,16,0.0,0.0,-8.99328432668276,qLogNEI,"[0.01786886615744252, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.01786886615744252, -0.8663255216675878]","[0.01786886615744252, 0.8663255216675878]","[-0.01717284755621834, -0.8938264378936311]","[0.001785913862484403, 0.008912837405243233]",48,"[[0.8968425196850394, 0.10315748031496064]]",[-37.70933955844779]
zdt1,ParEGO,0,ParEGO,29,49,0.6934405291929016,0.8683145333564439,0.798605231807451,0.0025223438932725616,0.0510620406259331,0.06316387498096458,1.0,17,0.0,0.0,-6.395723785063076,qLogNEI,"[0.46220786993025725, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.46220786993025725, -0.3201412867880141]","[0.46220786993025725, 0.3201412867880141]","[-0.46222269437315067, -0.3299501938913465]","[0.0035087072945478104, 0.019896050837204617]",49,"[[0.11101574803149608, 0.888984251968504]]",[-37.410240711591484]
zdt1,ParEGO,0,ParEGO,30,50,0.6950739019784555,0.8683145333564439,0.8004863160491719,0.002483941923961825,0.05102917868395242,0.06308927743734505,1.0,18,0.0,0.0,-9.605901514654356,qLogNEI,"[0.019603856073778993, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.019603856073778993, -0.8599862289852209]","[0.019603856073778993, 0.8599862289852209]","[-0.018962432166484078, -0.8767336932286662]","[0.001671646231659371, 0.008373263677530276]",50,"[[0.888984251968504, 0.11101574803149605]]",[-37.79146115488132]
zdt1,ParEGO,0,ParEGO,31,51,0.7055537862927965,0.8683145333564439,0.8125555420171299,0.0023739348252299094,0.04878981705585874,0.057888612469667866,1.0,19,0.0,0.0,-6.5585490800840125,qLogNEI,"[0.4418963158876433, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.4418963158876433, -0.3352471768486851]","[0.4418963158876433, 0.3352471768486851]","[-0.44191494964686506, -0.34421956782631136]","[0.0030706749512709654, 0.01780873707772358]",51,"[[0.11887401574803151, 0.8811259842519685]]",[-38.88957824255718]
zdt1,ParEGO,0,ParEGO,32,52,0.7070499374541103,0.8683145333564439,0.8142785940954251,0.0024773753917940178,0.04878961851988583,0.05757211423515796,1.0,20,0.0,0.0,-9.761201817653543,qLogNEI,"[0.02132933562605425, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.02132933562605425, -0.8539543371884867]","[0.02132933562605425, 0.8539543371884867]","[-0.020723271833864132, -0.8630046916024565]","[0.0015778612453232544, 0.007919762182388239]",52,"[[0.8811259842519685, 0.11887401574803147]]",[-37.889012837256075]
zdt1,ParEGO,0,ParEGO,33,53,0.7156864114251481,0.8683145333564439,0.8242248447215131,0.002497300005346304,0.04708666546082409,0.053615322808604045,1.0,21,0.0,0.0,-6.696480894429969,qLogNEI,"[0.42483690518501394, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.42483690518501394, -0.3482048594957048]","[0.42483690518501394, 0.3482048594957048]","[-0.4248525286940077, -0.35635687098078717]","[0.0027255868804004655, 0.01595568319384863]",53,"[[0.12673228346456694, 0.873267716535433]]",[-38.38507692130492]
zdt1,ParEGO,0,ParEGO,34,54,0.7168117621079463,0.8683145333564439,0.8255208620511415,0.0027613414313133414,0.04706304517505876,0.053376141133856754,1.0,22,0.0,0.0,-9.999151913700791,qLogNEI,"[0.022672790841471037, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.022672790841471037, -0.8494251321054173]","[0.022672790841471037, 0.8494251321054173]","[-0.022115110928477177, -0.8533428028973781]","[0.0014849832790147265, 0.00744134261784783]",54,"[[0.873267716535433, 0.126732283464567]]",[-38.00280769002507]
zdt1,ParEGO,0,ParEGO,35,55,0.724287605703677,0.8683145333564439,0.8341304652635086,0.0027651601719636404,0.04566642777172815,0.05006444863691476,1.0,23,0.0,0.0,-6.726161830005382,qLogNEI,"[0.4092788896936274, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.4092788896936274, -0.36025091661368724]","[0.4092788896936274, 0.36025091661368724]","[-0.4092927789380978, -0.36789873378890703]","[0.0024738085238333626, 0.014607464326355346]",55,"[[0.13459055118110239, 0.8654094488188976]]",[-38.05220320619205]
zdt1,ParEGO,0,ParEGO,36,56,0.7252616780782596,0.8683145333564439,0.8352522619594793,0.002823440079338938,0.04564571610458989,0.04980507792926817,1.0,24,0.0,0.0,-9.990203009744526,qLogNEI,"[0.02388166523604188, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.02388166523604188, -0.8454630619041458]","[0.02388166523604188, 0.8454630619041458]","[-0.023368122428081117, -0.8456896874446912]","[0.0014041513823579875, 0.0070167123519324325]",56,"[[0.8654094488188976, 0.1345905511811024]]",[-37.97215801994683]
zdt1,ParEGO,0,ParEGO,37,57,0.7318499507515197,0.8683145333564439,0.8428396884278506,0.0027988334779039253,0.044504314011324195,0.0471003106867931,1.0,25,0.0,0.0,-6.748047245426402,qLogNEI,"[0.39525586511247474, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.39525586511247474, -0.3713062231002483]","[0.39525586511247474, 0.3713062231002483]","[-0.3952692329246883, -0.3784175973736488]","[0.002262812136520634, 0.013409208199821816]",57,"[[0.1424488188976378, 0.8575511811023622]]",[-38.085234848542584]
zdt1,ParEGO,0,ParEGO,38,58,0.7327639242340419,0.8683145333564439,0.843892271849424,0.002700479618402183,0.04448470278723364,0.04684178867308868,1.0,26,0.0,0.0,-9.84797856741668,qLogNEI,"[0.0250526550813621, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0250526550813621, -0.8417196945878543]","[0.0250526550813621, 0.8417196945878543]","[-0.02457649484034391, -0.8390332053190869]","[0.0013361458599212344, 0.006659756826076363]",58,"[[0.8575511811023622, 0.14244881889763783]]",[-37.95796365974974]
zdt1,ParEGO,0,ParEGO,39,59,0.7387400132604897,0.8683145333564439,0.8507746730956031,0.002608649892822281,0.04350472532687078,0.04453688905994618,1.0,27,0.0,0.0,-6.697187433725113,qLogNEI,"[0.3820814239386686, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.3820814239386686, -0.3818726474757256]","[0.3820814239386686, 0.3818726474757256]","[-0.38209396547449176, -0.3885350741771898]","[0.0020959077443577917, 0.012391666845421803]",59,"[[0.15030708661417325, 0.8496929133858268]]",[-38.279793785529556]
zdt1,ParEGO,0,ParEGO,40,60,0.7397073623968424,0.8683145333564439,0.8518887269311567,0.002656487292964485,0.04350472532687078,0.04428655138954661,1.0,28,0.0,0.0,-9.680316294040825,qLogNEI,"[0.026331574426511344, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.026331574426511344, -0.8377299336707126]","[0.026331574426511344, 0.8377299336707126]","[-0.02588171991922411, -0.8323239679717495]","[0.001282662397521803, 0.006390650821472461]",60,"[[0.8496929133858268, 0.15030708661417325]]",[-37.81785263405544]
zdt1,ParEGO,1,ParEGO,0,20,0.010000000000000018,0.8683145333564439,0.011516564120314002,0.0,0.39212259944322403,0.0,1.0,2,0.0,0.0,,,,,,,,,,
zdt1,ParEGO,1,ParEGO,1,21,0.11841230555957727,0.8683145333564439,0.13637029096110834,0.0036313094195135156,0.2725844262460747,0.4467494609190091,1.0,3,0.0,0.0,-5.180604099694157,qLogNEI,"[0.7951456217499999, 0.0, 0.0, 0.0, 0.004068881842961702, 0.008348273677254756]","[-0.7951456217499999, -0.12073132265422859]","[0.7951456217499999, 0.12073132265422859]","[-0.8481693071701635, -0.03566144238607594]","[0.1517905403307202, 0.35457281598842566]",21,"[[0.001, 0.999]]",[-7.332089354016394]
zdt1,ParEGO,1,ParEGO,2,22,0.11841230555957727,0.8683145333564439,0.13637029096110834,0.0036313094195135156,0.2725844262460747,0.4467494609190091,1.0,3,0.0,0.0,-5.551731393533839,qLogNEI,"[0.0, 0.3948110389385719, 0.06126492962468462, 0.2641150501764637, 0.200800021526563, 0.30320425801421796]","[-0.0, -3.2035515369049024]","[0.0, 3.2035515369049024]","[0.06935431559982708, -2.634054657467077]","[0.12794510945408769, 0.8243159906029739]",22,"[[0.999, 0.0010000000000000009]]",[-6.225629564446349]
zdt1,ParEGO,1,ParEGO,3,23,0.11841230555957727,0.8683145333564439,0.13637029096110834,0.0036313094195135156,0.2725844262460747,0.4467494609190091,1.0,3,0.0,0.0,-6.802337927779368,qLogNEI,"[0.8027341088580232, 0.0, 0.0, 0.0, 0.17850767278400131, 0.0]","[-0.8027341088580232, -0.291428543321701]","[0.8027341088580232, 0.291428543321701]","[-0.8076376715376461, -0.2944126200729542]","[0.06048010361362151, 0.3642848743408144]",23,"[[0.008858267716535435, 0.9911417322834646]]",[-8.332721176590185]
zdt1,ParEGO,1,ParEGO,4,24,0.11841230555957727,0.8683145333564439,0.13637029096110834,0.0036313094195135156,0.2725844262460747,0.4467494609190091,1.0,3,0.0,0.0,-6.175285610039294,qLogNEI,"[0.0, 0.0, 0.38139104870340174, 0.1997432626745057, 0.0, 0.0]","[-0.0, -2.0460417604802332]","[0.0, 2.0460417604802332]","[0.019043539092981066, -1.8595983272582892]","[0.09349433634423723, 0.6258199619989203]",24,"[[0.9911417322834646, 0.008858267716535417]]",[-8.003688652887892]
zdt1,ParEGO,1,ParEGO,5,25,0.259205797047681,0.8683145333564439,0.2985160182056711,0.04454534229541027,0.22216114718708385,0.30840264234959947,1.0,4,0.0,0.0,-6.984141774343012,qLogNEI,"[0.7053326288273313, 0.0, 0.0, 0.0, 0.0, 0.1790560411941633]","[-0.7053326288273313, -0.35655662660538323]","[0.7053326288273313, 0.35655662660538323]","[-0.684744552155559, -0.38553471650863047]","[0.06273375735524106, 0.33033886647252486]",25,"[[0.01671653543307087, 0.9832834645669292]]",[-41.29049031076235]
zdt1,ParEGO,1,ParEGO,6,26,0.259205797047681,0.8683145333564439,0.2985160182056711,0.04454534229541027,0.22216114718708385,0.30840264234959947,1.0,4,0.0,0.0,-6.796747057945937,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2708036107924316]","[-0.0, -1.487446499426377]","[0.0, 1.487446499426377]","[0.00799967178156269, -1.3912993628319585]","[0.04679946194121814, 0.3515202430121513]",26,"[[0.9832834645669292, 0.016716535433070834]]",[-8.569428425263055]
zdt1,ParEGO,1,ParEGO,7,27,0.2991661320926459,0.8683145333564439,0.3445365942871279,0.03586325411576787,0.2170936480704445,0.3333478953094505,1.0,5,0.0,0.0,-6.973925775060352,qLogNEI,"[0.8482487643995235, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.8482487643995235, -0.07899578480903602]","[0.8482487643995235, 0.07899578480903602]","[-0.8585297945930495, -0.07152175484230439]","[0.014190499171126218, 0.03835776720449018]",27,"[[0.024574803149606302, 0.9754251968503937]]",[-10.279064334665417]
zdt1,ParEGO,1,ParEGO,8,28,0.2991661320926459,0.8683145333564439,0.3445365942871279,0.03586325411576787,0.2170936480704445,0.3333478953094505,1.0,5,0.0,0.0,-7.649420362591535,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 0.22477834591673992, 0.0]","[-0.0, -1.404601022650132]","[0.0, 1.404601022650132]","[0.004930971652298555, -1.2679516210867559]","[0.03552785713239445, 0.2719565029547295]",28,"[[0.9754251968503937, 0.02457480314960625]]",[-12.872066624220142]
zdt1,ParEGO,1,ParEGO,9,29,0.30310978212316336,0.8683145333564439,0.34907832413158113,0.030710775525900336,0.20325560129176537,0.32525466675560616,1.0,5,0.0,0.0,-7.209195599543582,qLogNEI,"[0.6701204446896933, 0.0, 0.0, 0.15098303450079956, 0.0, 0.0]","[-0.6701204446896933, -0.34860169972767197]","[0.6701204446896933, 0.34860169972767197]","[-0.6678814985655153, -0.4003589329389081]","[0.04409800704095086, 0.24081435663604625]",29,"[[0.032433070866141736, 0.9675669291338582]]",[-11.52870576099941]
zdt1,ParEGO,1,ParEGO,10,30,0.30310978212316336,0.8683145333564439,0.34907832413158113,0.030710775525900336,0.20325560129176537,0.32525466675560616,1.0,5,0.0,0.0,-11.37290591578116,qLogNEI,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[-0.0, -4.6]","[0.0, 4.6]","[-0.05413985218438616, -3.2874214404996738]","[0.11294104552082102, 0.7707623644385243]",30,"[[0.9675669291338582, 0.03243307086614178]]",[-35.90163409255046]
zdt1,ParEGO,1,ParEGO,11,31,0.34931468710135155,0.8683145333564439,0.40229049921701304,0.02605838817341469,0.19667070415017385,0.311859657542316,1.0,6,0.0,0.0,-6.668247711590862,qLogNEI,"[0.7412998434690785, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.7412998434690785, -0.13901228611026129]","[0.7412998434690785, 0.13901228611026129]","[-0.738525239521758, -0.1606360537965048]","[0.008402963394350822, 0.03051211241179005]",31,"[[0.040291338582677166, 0.9597086614173228]]",[-35.64768838866509]
